command_auxdaq_sdwrite,flag_auxdaq_sdwrite,time_internal_seconds,time_auxdaq_us,position_engine_ticks,speed_engine_rpm,position_secondary_ticks,speed_secondary_rpm,pressure_frontbrake_psi,pressure_rearbrake_psi,lds_pedal_mm,imu_acceleration_x,imu_acceleration_y,imu_acceleration_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_temperature
0,1,0.367423,289101722,899928,1830,1150,0,309.140625,2047.92956542969,122.402954101563,0.0957129076123238,2.2396821975708,6.58026218414307,-0.03176499158144,-0.03176499158144,0.0232128798961639,72.4765625
0,1,0.407427,289143596,900664,1752,1150,0,308.9453125,2048.0078125,122.378540039063,1.03369951248169,-0.291924357414246,9.92542839050293,0,0,0.140499010682106,72.55078125
0,1,0.445437,289185140,901404,1720,1150,0,308.984344482422,2047.8125,122.366333007813,-8.48973560333252,1.57926309108734,5.31206655502319,0.130725160241127,0.130725160241127,-0.01588249579072,72.57421875
0,1,0.490446,289228936,902164,1791,1150,0,307.8515625,2047.8515625,122.381591796875,1.47397875785828,1.49790692329407,11.9688997268677,-0.0232128798961639,-0.0232128798961639,0,72.515625
0,1,0.532458,289269526,902846,1653,1150,0,309.101531982422,2047.96862792969,122.369384765625,4.79521656036377,-0.78484582901001,7.39860725402832,0.00733038270846009,0.00733038270846009,0.0146607654169202,72.65234375
0,1,0.57147,289311360,903555,1662,1150,0,307.734375,2047.73425292969,122.32666015625,-6.69511795043945,-0.837487936019897,10.9304141998291,0.0232128798961639,0.0232128798961639,0.0464257597923279,72.6953125
0,1,0.617479,289352158,904211,1595,1150,0,307.96875,2047.92956542969,122.35107421875,-1.74676048755646,1.01455676555634,7.53260564804077,0.0378736443817616,0.0378736443817616,0.0781907513737679,72.8046875
0,1,0.653488,289393590,904904,1618,1150,0,308.984344482422,2047.73425292969,122.320556640625,0.416351169347763,-2.25882434844971,12.3565359115601,-0.0390953756868839,-0.0390953756868839,-0.11117747426033,72.7265625
0,1,0.697495,289436413,905605,1730,1150,0,307.96875,2048.0078125,122.329711914063,-4.31665182113647,-1.83290219306946,-0.411565512418747,-0.0232128798961639,-0.0232128798961639,0.26511549949646,72.78515625
0,1,0.737504,289477443,906326,1697,1150,0,307.890594482422,2048.0078125,122.30224609375,1.32562363147736,-3.57966279983521,9.05444145202637,0.0146607654169202,0.0146607654169202,0.0623082555830479,72.6953125
0,1,0.793532,289518857,907055,1814,1150,0,307.890594482422,2047.8515625,122.283935546875,-5.20678234100342,3.12981200218201,8.49452018737793,0.0769690200686455,0.0769690200686455,-0.0794124826788902,72.84375
0,1,0.841535,289560504,907767,1686,1150,0,307.9296875,2048.0078125,122.293090820313,0.0526420958340168,0.607776999473572,9.07358264923096,0.0537561401724815,0.0537561401724815,-0.102625355124474,72.79296875
0,1,0.864534,289601434,908487,1702,1150,0,307.9296875,2047.890625,122.299194335938,1.31126689910889,-0.397208601236343,12.8542442321777,-0.00855211354792118,-0.00855211354792118,-0.04764748737216,72.80078125
0,1,0.903544,289642437,909183,1748,1150,0,309.0234375,2047.96862792969,122.286987304688,-3.1537401676178,-2.12482643127441,9.32243728637695,0,0,0.164933606982231,72.7890625
0,1,0.95856,289684983,909913,1670,1150,0,307.9296875,2047.8515625,122.296142578125,-2.81874513626099,-0.0813559740781784,9.90628623962402,0.100181899964809,0.100181899964809,0.156381502747536,72.78125
0,1,0.992562,289726635,910623,1745,1150,0,307.9296875,2047.8515625,122.296142578125,1.73718917369843,2.72781777381897,7.70967483520508,0,0,0,72.83203125
0,1,1.030572,289767427,911293,1617,1150,0,309.140625,2047.8125,122.296142578125,-1.72761797904968,2.03389930725098,8.81994438171387,-0.03176499158144,-0.03176499158144,0.288328409194946,72.9296875
0,1,1.071583,289809144,911988,1621,1150,0,307.890594482422,2047.73425292969,122.271728515625,-0.904487013816833,-0.89012998342514,7.95852851867676,0.0232128798961639,0.0232128798961639,-0.0708603635430336,73.6796875
0,1,1.122592,289851935,912665,1577,1150,0,307.8515625,2048.0859375,122.134399414063,-0.186640173196793,-0.698704242706299,7.63310384750366,0.0464257597923279,0.0464257597923279,0,72.9453125
0,1,1.162608,289894626,913413,1703,1150,0,307.8515625,2047.26550292969,122.039794921875,0.736989378929138,-0.622133910655975,10.4949197769165,0.153938040137291,0.153938040137291,-0.0867428630590439,72.9375
0,1,1.197608,289935792,914127,1833,1150,0,307.9296875,2047.92956542969,122.0458984375,-2.88574409484863,-1.76111745834351,8.69073104858398,-0.0549778714776039,-0.0549778714776039,0.00733038270846009,72.90234375
0,1,1.237621,289977095,914839,1686,1150,0,307.890594482422,2048.0859375,122.055053710938,5.32163763046265,-0.0622133873403072,11.6482610702515,0.0146607654169202,0.0146607654169202,0.0232128798961639,72.95703125
0,1,1.301633,290018904,915567,1720,1150,0,308.632781982422,2051.09375,122.213745117188,0.0191425811499357,0.68434727191925,9.99242782592773,-0.01588249579072,-0.01588249579072,0.117286123335361,72.97265625
0,1,1.321638,290061164,916270,1664,1150,0,308.515594482422,2050.546875,122.195434570313,-2.19661140441895,-0.459421932697296,11.9832553863525,0,0,0.0390953756868839,72.9765625
0,1,1.368662,290104995,917010,1626,1150,0,308.749969482422,2051.09375,122.128295898438,-5.45563554763794,1.41176533699036,10.8442726135254,0.130725160241127,0.130725160241127,0,73
0,1,1.411657,290146651,917700,1761,1150,0,306.249969482422,2050.9375,122.0458984375,-1.06241321563721,-0.177068874239922,9.41336441040039,0.0378736443817616,0.0378736443817616,-0.04764748737216,73.02734375
