command_auxdaq_sdwrite,flag_auxdaq_sdwrite,time_internal_seconds,time_auxdaq_us,position_engine_ticks,speed_engine_rpm,position_secondary_ticks,speed_secondary_rpm,pressure_frontbrake_psi,pressure_rearbrake_psi,lds_pedal_mm,imu_acceleration_x,imu_acceleration_y,imu_acceleration_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_temperature
0,0,0.774528,1590207475,3466267,1761,20387,374,0,2066.40625,116.879272460938,0.650847792625427,2.07218432426453,2.04347062110901,0.0842994004487991,0.0842994004487991,-0.0635299831628799,48.296875
0,0,0.792513,1590247529,3466952,1648,20394,371,0,2066.99194335938,117.022705078125,5.69491815567017,4.30229473114014,10.5236349105835,-0.0232128798961639,-0.0232128798961639,0.212581098079681,45.9140625
0,0,0.842524,1590287599,3467618,1719,20402,374,0,2066.953125,116.909790039063,0.114855483174324,-4.46022176742554,10.1886386871338,-0.0708603635430336,-0.0708603635430336,0.235793977975845,46.01171875
0,0,0.86953,1590327659,3468259,1558,20409,383,0,2063.28125,116.5283203125,11.633903503418,2.20139670372009,10.1886386871338,0.00733038270846009,0.00733038270846009,0.133168622851372,46.390625
0,0,0.922557,1590367717,3468905,1627,20416,373,0,2060.5078125,116.22314453125,-2.13918328285217,1.00019991397858,9.71964550018311,0.0842994004487991,0.0842994004487991,0.125838235020638,47.57421875
0,0,0.949549,1590407777,3469513,1488,20424,346,0,2065.54663085938,116.482543945313,-5.13499736785889,6.3074803352356,6.37447929382324,-0.117286123335361,-0.117286123335361,0.274889349937439,45.859375
0,0,0.988557,1590447840,3470191,1793,20431,403,0,2066.09375,116.696166992188,1.20598256587982,-1.50269246101379,17.7595291137695,-0.0549778714776039,-0.0549778714776039,0.331088960170746,46.40234375
0,0,1.039573,1590487900,3470848,1597,20438,370,0,2066.875,116.650390625,0.847059190273285,-1.9286150932312,11.7822589874268,0.0305432621389627,0.0305432621389627,0.101403623819351,45.9609375
0,0,1.074579,1590527966,3471574,1773,20446,405,0,2066.24975585938,116.189575195313,-7.60917568206787,1.20598256587982,9.50907707214355,0.100181899964809,0.100181899964809,0.141720727086067,46.34765625
0,0,1.110587,1590568023,3472262,1764,20454,379,0,2067.265625,116.351318359375,4.53679132461548,-0.100498549640179,2.51724934577942,0.130725160241127,0.130725160241127,0.228463590145111,46.75390625
0,0,1.153594,1590608086,3472954,1680,20462,402,0,2066.953125,116.452026367188,-6.22133874893188,-5.86720132827759,10.0977115631104,-0.0390953756868839,-0.0390953756868839,0.212581098079681,48.08984375
0,0,1.227611,1590648146,3473637,1783,20469,400,0,2062.10913085938,116.445922851563,8.81994438171387,-0.071784682571888,11.9162569046021,0.0146607654169202,0.0146607654169202,0,46
0,0,1.234612,1590688208,3474310,1645,20477,385,0,2063.7890625,115.975952148438,-11.696117401123,0.028713870793581,10.4327058792114,-0.0549778714776039,-0.0549778714776039,0.157603219151497,48.1015625
0,0,1.271636,1590728263,3474985,1665,20485,375,0,2066.171875,116.336059570313,-11.7535438537598,0.0622133873403072,13.3567361831665,-0.0390953756868839,-0.0390953756868839,0.35430184006691,45.97265625
0,0,1.313632,1590768319,3475624,1569,20492,366,0,2065.7421875,116.796875,-4.18265390396118,-2.61774802207947,9.18843936920166,0.0464257597923279,0.0464257597923279,0.267558962106705,46.00390625
0,0,1.350641,1590808375,3476276,1567,20499,358,0,2066.3671875,116.925048828125,8.81037330627441,-3.86680150032043,15.2087812423706,0.0610865242779255,0.0610865242779255,0.0940732434391975,47.47265625
0,0,1.399665,1590848436,3476882,1506,20507,344,0,2066.40625,116.738891601563,1.15812623500824,-2.39282274246216,8.36530780792236,-0.0855211317539215,-0.0855211317539215,0.204028993844986,46.0625
0,0,1.471666,1590888496,3477564,1638,20514,377,0,2066.2109375,116.647338867188,-3.11066937446594,-5.01535654067993,8.57587718963623,0.0378736443817616,0.0378736443817616,0.101403623819351,46.03125
0,0,1.473683,1590928561,3478201,1667,20521,362,0,2066.99194335938,116.708374023438,11.169695854187,-6.29312419891357,7.29810953140259,0.0146607654169202,0.0146607654169202,0.133168622851372,48.25390625
0,0,1.515692,1590968630,3478935,1719,20529,376,0,2065.3515625,116.671752929688,8.93480014801025,2.24925327301025,10.8777713775635,0.0146607654169202,0.0146607654169202,0.0623082555830479,48.85546875
0,0,1.549383,1591008691,3479626,1805,20536,344,0,2057.9296875,116.412353515625,1.33040940761566,5.93420028686523,6.75733137130737,-0.108734011650085,-0.108734011650085,0.370184332132339,45.9375
0,0,1.605413,1591048752,3480301,1639,20544,384,0,2062.65625,117.095947265625,-9.82014465332031,-1.94297206401825,10.8347015380859,-0.140499010682106,-0.140499010682106,0.0867428630590439,46.26171875
0,0,1.65543,1591088823,3480981,1710,20552,393,0,2063.4765625,116.93115234375,7.36989402770996,-0.167497590184212,11.8109722137451,-0.0390953756868839,-0.0390953756868839,0.322536826133728,46.35546875
0,0,1.716419,1591128892,3481643,1624,20559,381,0,2062.85131835938,116.937255859375,-3.42652201652527,-7.66660356521606,15.7017030715942,0.185703039169312,0.185703039169312,0.290771842002869,47.1015625
0,0,1.719434,1591168960,3482315,1630,20567,390,0,2062.734375,116.9921875,-0.224925339221954,1.38305151462555,9.58086204528809,0.100181899964809,0.100181899964809,0.133168622851372,46.06640625
0,0,1.749429,1591209033,3482962,1622,20574,373,0,2062.421875,117.034912109375,7.34596586227417,-4.46979236602783,15.538990020752,0.0610865242779255,0.0610865242779255,0.212581098079681,46.1484375
